Okt;Nov;Dec;Jan;Feb;March;Apr;May;June;July;Aug;Sep;Okt-Nov;Okt-Dec;Okt-Jan;Okt-Feb;Mejveg;Veg
935.6415732;662.6121819;573.5790509;459.4969776;390.1852975;498.1799433;1058.504567;1957.238348;3083.799331;4048.58792;3434.191313;1664.41306;1598.253755;2171.832806;2631.329784;3021.515081;3519.695024;15246.73454
864.6770029;612.3557695;530.0754358;374.1034568;317.7497332;405.5975294;861.7906901;1593.502607;2510.702019;3296.193032;2795.976696;1355.096355;1477.032772;2007.108208;2381.211665;2698.961398;3104.558928;12413.2614
703.9842949;498.5547704;431.5655218;593.9049817;504.3188601;643.9031474;1368.128989;2529.752451;3985.845118;5232.845159;4438.730673;2151.272492;1202.539065;1634.104587;2228.009569;2732.328429;3376.231576;19706.57488
1117.604695;791.4766795;685.1284281;346.6832151;294.3886468;375.868902;798.6249841;1476.705433;2326.677908;3054.595667;2591.043127;1255.773377;1909.081375;2594.209803;2940.893018;3235.281665;3611.150567;11503.4205
652.3851473;462.0127603;399.9335476;414.2807833;351.7896278;449.1572027;954.3438204;1764.638889;2780.342123;3650.191964;3096.254244;1500.628688;1114.397908;1514.331455;1928.612239;2280.401866;2729.559069;13746.39973
779.5896025;552.0977073;477.9140614;439.8347176;373.5794515;476.8624068;1013.210271;2316.47;2560.1184;3999.0574;3302.7774;1537.056;1331.68731;1809.601371;2249.436089;2623.01554;3099.877947;14728.68947
770.4606;556.5024;459.8126;398.2186;360.431;573.8954;952.0416;1454.154;3429.9936;4490.2026;3285.1026;1708.9056;1326.963;1786.7756;2184.9942;2545.4252;3119.3206;15320.4
814.112;562.464;474.006;406.2526;341.079;428.48;1066.0896;1866.566;3433.6224;5329.22;3904.524;1831.7664;1376.576;1850.582;2256.8346;2597.9136;3026.3936;17431.7884
840.0886;577.2384;532.1186;455.26;370.107;439.9954;1143.072;1488.968;2991.9456;4758.0026;3471.4914;1512.9504;1417.327;1949.4456;2404.7056;2774.8126;3214.808;15366.43
842.7666;610.9344;516.854;455.26;410.2322;474.8094;1278.6336;2479.0246;3672.0864;4748.8974;3401.06;1783.296;1453.701;1970.555;2425.815;2836.0472;3310.8566;17362.998
863.1194;603.1584;532.1186;445.3514;387.7657;510.6946;1247.5296;2464.5634;2541.9744;4186.5174;2896.7926;1391.904;1466.2778;1998.3964;2443.7478;2831.5135;3342.2081;14729.2814
841.6954;585.0144;500.786;442.6734;369.3813;448.0294;1244.9376;2104.908;2257.632;2897.596;3451.1386;1356.3936;1426.7098;1927.4958;2370.1692;2739.5505;3187.5799;13312.6058
807.9526;625.4496;497.3046;445.3514;373.2517;433.0326;914.1984;2010.3746;2504.6496;3660.0226;4311.58;1656.288;1433.4022;1930.7068;2376.0582;2749.3099;3182.3425;15057.1132
873.8314;558.0576;461.4194;430.3546;390.936;524.888;1132.704;1876.4746;3853.5264;4231.24;4454.3174;1527.4656;1431.889;1893.3084;2323.663;2714.599;3239.487;17075.728
